tick,x,y,theta,target,distance_to_goal,battery,obstacle_danger,left_obstacle,right_obstacle,behavior,v_left,v_right
779,0.091,-0.000,1.963,GOAL,1.352,76.63,0.164,0.690,0.689,AvoidObstacle,-2.500,2.500
780,0.091,-0.000,2.077,GOAL,1.352,76.60,0.139,0.689,0.642,AvoidObstacle,-2.500,2.500
781,0.091,-0.000,2.190,GOAL,1.352,76.57,0.158,0.666,0.685,AvoidObstacle,-2.500,2.500
782,0.091,-0.000,2.303,GOAL,1.352,76.54,0.114,0.662,0.678,AvoidObstacle,-2.500,2.500
783,0.091,-0.000,2.416,GOAL,1.352,76.51,0.159,0.692,0.674,AvoidObstacle,-2.500,2.500
784,0.091,-0.000,2.529,GOAL,1.352,76.48,0.163,0.687,0.675,AvoidObstacle,-2.500,2.500
785,0.091,-0.000,2.641,GOAL,1.352,76.45,0.120,0.666,0.668,NavigateToGoal,6.280,1.000
786,0.087,-0.000,2.518,GOAL,1.354,76.42,0.143,0.672,0.671,NavigateToGoal,6.280,1.000
787,0.083,-0.000,2.382,GOAL,1.357,76.39,0.138,0.680,0.677,NavigateToGoal,6.280,1.000
788,0.081,-0.000,2.316,GOAL,1.358,76.36,0.132,0.658,0.669,NavigateToGoal,6.280,1.023
789,0.081,-0.000,2.336,GOAL,1.358,76.33,0.145,0.680,0.655,NavigateToGoal,6.280,1.000
790,0.080,-0.000,2.354,GOAL,1.359,76.30,0.153,0.663,0.679,NavigateToGoal,6.280,1.000
791,0.080,-0.000,2.372,GOAL,1.359,76.27,0.141,0.644,0.683,NavigateToGoal,6.280,1.000
792,0.078,-0.000,2.310,GOAL,1.361,76.24,0.140,0.690,0.688,NavigateToGoal,6.280,1.031
793,0.074,-0.000,2.190,GOAL,1.363,76.21,0.137,0.657,0.654,NavigateToGoal,6.280,1.268
794,0.073,-0.000,2.136,GOAL,1.364,76.18,0.148,0.701,0.673,NavigateToGoal,6.280,1.374
795,0.072,-0.000,2.164,GOAL,1.364,76.15,0.155,0.699,0.670,NavigateToGoal,6.280,1.317
796,0.072,-0.000,2.188,GOAL,1.365,76.12,0.211,0.659,0.665,NavigateToGoal,6.280,1.270
797,0.069,-0.000,2.066,GOAL,1.366,76.09,0.117,0.659,0.678,NavigateToGoal,6.280,1.510
798,0.068,-0.000,2.016,GOAL,1.367,76.06,0.160,0.674,0.684,NavigateToGoal,6.280,1.610
799,0.067,-0.000,2.036,GOAL,1.368,76.03,0.126,0.647,0.659,NavigateToGoal,6.280,1.569
800,0.066,-0.000,2.026,GOAL,1.368,76.00,0.140,0.654,0.684,NavigateToGoal,6.280,1.588
801,0.064,-0.000,1.911,GOAL,1.370,75.97,0.137,0.670,0.666,NavigateToGoal,6.184,1.816
802,0.063,-0.000,1.860,GOAL,1.370,75.94,0.151,0.671,0.681,NavigateToGoal,6.085,1.915
803,0.063,-0.000,1.888,GOAL,1.371,75.91,0.212,0.660,0.688,NavigateToGoal,6.140,1.860
804,0.062,-0.000,1.897,GOAL,1.371,75.88,0.184,0.692,0.662,NavigateToGoal,6.160,1.840
805,0.060,-0.000,1.799,GOAL,1.372,75.85,0.183,0.697,0.687,NavigateToGoal,5.964,2.036
806,0.059,-0.000,1.708,GOAL,1.373,75.82,0.159,0.687,0.653,NavigateToGoal,5.785,2.215
807,0.059,-0.000,1.705,GOAL,1.373,75.79,0.148,0.633,0.671,NavigateToGoal,5.777,2.223
808,0.059,-0.000,1.716,GOAL,1.373,75.76,0.147,0.643,0.665,NavigateToGoal,5.800,2.200
809,0.058,-0.000,1.676,GOAL,1.374,75.73,0.188,0.664,0.705,NavigateToGoal,5.721,2.279
810,0.058,-0.000,1.599,GOAL,1.374,75.70,0.181,0.701,0.709,NavigateToGoal,5.567,2.433
811,0.058,-0.000,1.536,GOAL,1.374,75.67,0.171,0.660,0.699,NavigateToGoal,5.441,2.559
812,0.058,-0.000,1.532,GOAL,1.374,75.64,0.151,0.693,0.670,NavigateToGoal,5.433,2.567
813,0.058,-0.000,1.529,GOAL,1.374,75.61,0.140,0.670,0.641,NavigateToGoal,5.426,2.574
814,0.059,-0.000,1.465,GOAL,1.373,75.58,0.145,0.661,0.675,NavigateToGoal,5.299,2.701
815,0.059,-0.000,1.406,GOAL,1.373,75.55,0.170,0.674,0.700,NavigateToGoal,5.181,2.819
816,0.060,-0.000,1.353,GOAL,1.372,75.52,0.110,0.652,0.664,NavigateToGoal,5.073,2.927
817,0.061,-0.000,1.301,GOAL,1.372,75.49,0.240,0.695,0.673,NavigateToGoal,4.967,3.033
818,0.063,-0.000,1.254,GOAL,1.371,75.46,0.461,0.717,0.679,AvoidObstacle,-2.500,2.500
819,0.063,-0.000,1.370,GOAL,1.371,75.43,0.383,0.733,0.670,AvoidObstacle,-2.000,-4.000
820,0.062,-0.000,1.325,GOAL,1.371,75.40,0.228,0.717,0.646,AvoidObstacle,-2.000,-4.000
821,0.061,-0.000,1.281,GOAL,1.372,75.37,0.114,0.653,0.662,AvoidObstacle,-2.500,2.500
822,0.061,-0.000,1.394,GOAL,1.372,75.34,0.151,0.658,0.678,AvoidObstacle,-2.500,2.500
823,0.061,-0.000,1.508,GOAL,1.372,75.31,0.161,0.662,0.694,AvoidObstacle,-2.500,2.500
824,0.061,-0.000,1.621,GOAL,1.372,75.28,0.159,0.700,0.679,AvoidObstacle,-2.500,2.500
825,0.061,-0.000,1.737,GOAL,1.372,75.25,0.141,0.665,0.679,AvoidObstacle,-2.500,2.500
826,0.061,-0.000,1.852,GOAL,1.372,75.22,0.187,0.690,0.684,AvoidObstacle,-2.500,2.500
827,0.061,-0.000,1.966,GOAL,1.372,75.19,0.126,0.683,0.642,AvoidObstacle,-2.500,2.500
828,0.061,-0.000,2.080,GOAL,1.372,75.16,0.131,0.683,0.665,AvoidObstacle,-2.500,2.500
829,0.061,-0.000,2.193,GOAL,1.372,75.13,0.156,0.685,0.664,AvoidObstacle,-2.500,2.500
830,0.061,-0.000,2.306,GOAL,1.372,75.10,0.129,0.677,0.682,AvoidObstacle,-2.500,2.500
831,0.061,-0.000,2.419,GOAL,1.372,75.07,0.128,0.665,0.677,AvoidObstacle,-2.500,2.500
832,0.061,-0.000,2.532,GOAL,1.372,75.04,0.160,0.687,0.695,AvoidObstacle,-2.500,2.500
833,0.061,-0.000,2.645,GOAL,1.372,75.01,0.152,0.656,0.643,NavigateToGoal,6.280,1.000
834,0.057,-0.000,2.521,GOAL,1.375,74.98,0.141,0.683,0.651,NavigateToGoal,6.280,1.000
835,0.053,-0.000,2.385,GOAL,1.377,74.95,0.137,0.685,0.672,NavigateToGoal,6.280,1.000
836,0.051,-0.000,2.320,GOAL,1.379,74.92,0.141,0.685,0.671,NavigateToGoal,6.280,1.000
837,0.051,-0.000,2.338,GOAL,1.379,74.89,0.157,0.692,0.649,NavigateToGoal,6.280,1.000
838,0.050,-0.000,2.357,GOAL,1.379,74.86,0.169,0.665,0.686,NavigateToGoal,6.280,1.000
839,0.050,-0.000,2.374,GOAL,1.380,74.83,0.163,0.666,0.699,NavigateToGoal,6.280,1.000
840,0.048,-0.000,2.313,GOAL,1.381,74.80,0.140,0.665,0.692,NavigateToGoal,6.280,1.000
841,0.045,-0.000,2.192,GOAL,1.383,74.77,0.144,0.688,0.665,NavigateToGoal,6.280,1.232
842,0.043,-0.000,2.138,GOAL,1.384,74.74,0.151,0.681,0.673,NavigateToGoal,6.280,1.339
843,0.042,-0.000,2.165,GOAL,1.385,74.71,0.153,0.687,0.683,NavigateToGoal,6.280,1.284
844,0.042,-0.000,2.188,GOAL,1.385,74.68,0.144,0.687,0.686,NavigateToGoal,6.280,1.238
845,0.039,-0.000,2.065,GOAL,1.387,74.65,0.145,0.688,0.654,NavigateToGoal,6.280,1.480
846,0.038,-0.000,2.014,GOAL,1.388,74.62,0.131,0.662,0.652,NavigateToGoal,6.280,1.581
847,0.037,-0.000,2.034,GOAL,1.388,74.59,0.147,0.678,0.687,NavigateToGoal,6.280,1.540
848,0.036,-0.000,2.032,GOAL,1.389,74.56,0.155,0.662,0.684,NavigateToGoal,6.280,1.544
849,0.034,-0.000,1.916,GOAL,1.390,74.53,0.157,0.697,0.681,NavigateToGoal,6.226,1.774
850,0.033,-0.000,1.865,GOAL,1.391,74.50,0.141,0.688,0.676,NavigateToGoal,6.124,1.876
851,0.033,-0.000,1.886,GOAL,1.391,74.47,0.148,0.676,0.669,NavigateToGoal,6.168,1.832
852,0.032,-0.000,1.895,GOAL,1.392,74.44,0.168,0.697,0.658,NavigateToGoal,6.187,1.813
853,0.031,-0.000,1.796,GOAL,1.393,74.41,0.152,0.659,0.677,NavigateToGoal,5.989,2.011
854,0.030,-0.000,1.704,GOAL,1.393,74.38,0.113,0.636,0.670,NavigateToGoal,5.808,2.192
855,0.029,-0.000,1.701,GOAL,1.394,74.35,0.158,0.683,0.693,NavigateToGoal,5.802,2.198
856,0.029,-0.000,1.712,GOAL,1.394,74.32,0.147,0.697,0.682,NavigateToGoal,5.824,2.176
857,0.029,-0.000,1.680,GOAL,1.394,74.29,0.175,0.697,0.674,NavigateToGoal,5.760,2.240
858,0.028,-0.000,1.601,GOAL,1.394,74.26,0.197,0.709,0.634,NavigateToGoal,5.603,2.397
859,0.028,-0.000,1.528,GOAL,1.394,74.23,0.176,0.704,0.636,NavigateToGoal,5.457,2.543
860,0.028,-0.000,1.524,GOAL,1.394,74.20,0.129,0.669,0.642,NavigateToGoal,5.448,2.552
861,0.029,-0.000,1.520,GOAL,1.394,74.17,0.140,0.642,0.661,NavigateToGoal,5.440,2.560
862,0.029,-0.000,1.468,GOAL,1.394,74.14,0.136,0.666,0.658,NavigateToGoal,5.336,2.664
863,0.030,-0.000,1.408,GOAL,1.394,74.11,0.133,0.695,0.658,NavigateToGoal,5.215,2.785
864,0.031,-0.000,1.353,GOAL,1.393,74.08,0.178,0.679,0.695,NavigateToGoal,5.104,2.896
865,0.032,-0.000,1.299,GOAL,1.392,74.05,0.112,0.657,0.672,NavigateToGoal,4.995,3.005
866,0.033,-0.000,1.251,GOAL,1.391,74.02,0.327,0.731,0.671,NavigateToGoal,4.897,3.103
867,0.035,-0.000,1.207,GOAL,1.390,73.99,0.542,0.802,0.668,AvoidObstacle,-2.000,-4.000
868,0.033,-0.000,1.162,GOAL,1.391,73.96,0.464,0.736,0.678,AvoidObstacle,-2.000,-4.000
869,0.032,-0.000,1.118,GOAL,1.392,73.93,0.261,0.713,0.678,AvoidObstacle,-2.500,2.500
870,0.032,-0.000,1.231,GOAL,1.392,73.90,0.238,0.698,0.675,AvoidObstacle,-2.500,2.500
871,0.032,-0.000,1.345,GOAL,1.392,73.87,0.139,0.675,0.678,AvoidObstacle,-2.500,2.500
872,0.032,-0.000,1.458,GOAL,1.392,73.84,0.151,0.658,0.663,AvoidObstacle,-2.500,2.500
873,0.032,-0.000,1.572,GOAL,1.392,73.81,0.166,0.681,0.681,AvoidObstacle,-2.500,2.500
874,0.032,-0.000,1.685,GOAL,1.392,73.78,0.176,0.669,0.692,AvoidObstacle,-2.500,2.500
875,0.032,-0.000,1.801,GOAL,1.392,73.75,0.152,0.666,0.687,AvoidObstacle,-2.500,2.500
876,0.032,-0.000,1.916,GOAL,1.392,73.72,0.183,0.675,0.631,AvoidObstacle,-2.500,2.500
877,0.032,-0.000,2.029,GOAL,1.392,73.69,0.228,0.716,0.677,AvoidObstacle,-2.500,2.500
878,0.032,-0.000,2.143,GOAL,1.392,73.66,0.154,0.684,0.689,AvoidObstacle,-2.500,2.500
879,0.032,-0.000,2.256,GOAL,1.392,73.63,0.140,0.674,0.651,AvoidObstacle,-2.500,2.500
880,0.032,-0.000,2.369,GOAL,1.392,73.60,0.147,0.648,0.679,AvoidObstacle,-2.500,2.500
881,0.032,-0.000,2.482,GOAL,1.392,73.57,0.130,0.689,0.665,AvoidObstacle,-2.500,2.500
882,0.032,-0.000,2.594,GOAL,1.392,73.54,0.130,0.667,0.655,NavigateToGoal,6.280,1.000
883,0.028,-0.000,2.471,GOAL,1.395,73.51,0.129,0.665,0.672,NavigateToGoal,6.280,1.000
884,0.024,-0.000,2.335,GOAL,1.397,73.48,0.166,0.664,0.689,NavigateToGoal,6.280,1.000
885,0.022,-0.000,2.269,GOAL,1.399,73.45,0.145,0.668,0.664,NavigateToGoal,6.280,1.056
886,0.022,-0.000,2.289,GOAL,1.399,73.42,0.165,0.645,0.689,NavigateToGoal,6.280,1.015
887,0.021,-0.000,2.308,GOAL,1.399,73.39,0.124,0.674,0.665,NavigateToGoal,6.280,1.000
888,0.021,-0.000,2.326,GOAL,1.400,73.36,0.122,0.668,0.660,NavigateToGoal,6.280,1.000
889,0.019,-0.000,2.265,GOAL,1.401,73.33,0.159,0.660,0.692,NavigateToGoal,6.280,1.060
890,0.016,-0.000,2.146,GOAL,1.403,73.30,0.165,0.679,0.702,NavigateToGoal,6.280,1.296
891,0.015,-0.000,2.092,GOAL,1.404,73.27,0.152,0.660,0.673,NavigateToGoal,6.280,1.402
892,0.014,-0.000,2.121,GOAL,1.404,73.24,0.138,0.684,0.657,NavigateToGoal,6.280,1.343
893,0.013,-0.000,2.145,GOAL,1.405,73.21,0.203,0.680,0.705,NavigateToGoal,6.280,1.295
894,0.011,-0.000,2.024,GOAL,1.406,73.18,0.173,0.701,0.645,NavigateToGoal,6.280,1.534
895,0.010,-0.000,1.973,GOAL,1.407,73.15,0.138,0.666,0.684,NavigateToGoal,6.280,1.634
896,0.009,-0.000,1.993,GOAL,1.408,73.12,0.136,0.681,0.670,NavigateToGoal,6.280,1.595
897,0.008,-0.000,1.982,GOAL,1.408,73.09,0.201,0.714,0.664,NavigateToGoal,6.280,1.615
898,0.006,-0.000,1.872,GOAL,1.410,73.06,0.151,0.668,0.649,NavigateToGoal,6.166,1.834
899,0.005,-0.000,1.822,GOAL,1.410,73.03,0.161,0.675,0.666,NavigateToGoal,6.067,1.933
900,0.005,-0.000,1.840,GOAL,1.411,73.00,0.135,0.686,0.656,NavigateToGoal,6.103,1.897
901,0.004,-0.000,1.848,GOAL,1.411,72.97,0.137,0.664,0.675,NavigateToGoal,6.121,1.879
902,0.003,-0.000,1.751,GOAL,1.412,72.94,0.177,0.692,0.655,NavigateToGoal,5.929,2.071
903,0.002,-0.000,1.663,GOAL,1.413,72.91,0.151,0.669,0.656,NavigateToGoal,5.752,2.248
904,0.002,-0.000,1.661,GOAL,1.413,72.88,0.142,0.669,0.680,NavigateToGoal,5.750,2.250
905,0.002,-0.000,1.669,GOAL,1.413,72.85,0.115,0.672,0.659,NavigateToGoal,5.765,2.235
906,0.002,-0.000,1.625,GOAL,1.413,72.82,0.138,0.662,0.673,NavigateToGoal,5.678,2.322
907,0.002,-0.000,1.550,GOAL,1.413,72.79,0.140,0.694,0.669,NavigateToGoal,5.527,2.473
908,0.002,-0.000,1.485,GOAL,1.413,72.76,0.150,0.680,0.670,NavigateToGoal,5.397,2.603
909,0.002,-0.000,1.476,GOAL,1.413,72.73,0.144,0.655,0.663,NavigateToGoal,5.380,2.620
910,0.002,-0.000,1.468,GOAL,1.413,72.70,0.109,0.666,0.659,NavigateToGoal,5.362,2.638
911,0.003,-0.000,1.408,GOAL,1.412,72.67,0.175,0.672,0.650,NavigateToGoal,5.243,2.757
912,0.004,-0.000,1.352,GOAL,1.411,72.64,0.106,0.659,0.663,NavigateToGoal,5.130,2.870
913,0.005,-0.000,1.297,GOAL,1.411,72.61,0.290,0.715,0.686,NavigateToGoal,5.018,2.982
914,0.007,-0.000,1.248,GOAL,1.410,72.58,0.550,0.760,0.676,AvoidObstacle,-2.000,-4.000
915,0.006,-0.000,1.202,GOAL,1.410,72.55,0.436,0.741,0.678,AvoidObstacle,-2.000,-4.000
916,0.004,-0.000,1.158,GOAL,1.411,72.52,0.226,0.697,0.674,AvoidObstacle,-2.500,2.500
917,0.004,-0.000,1.272,GOAL,1.411,72.49,0.260,0.679,0.652,AvoidObstacle,-2.500,2.500
918,0.004,-0.000,1.385,GOAL,1.411,72.46,0.127,0.636,0.685,AvoidObstacle,-2.500,2.500
919,0.004,-0.000,1.499,GOAL,1.411,72.43,0.169,0.687,0.649,AvoidObstacle,-2.500,2.500
920,0.004,-0.000,1.612,GOAL,1.411,72.40,0.162,0.676,0.683,AvoidObstacle,-2.500,2.500
921,0.004,-0.000,1.727,GOAL,1.411,72.37,0.168,0.675,0.670,AvoidObstacle,-2.500,2.500
922,0.004,-0.000,1.843,GOAL,1.411,72.34,0.178,0.691,0.698,AvoidObstacle,-2.500,2.500
923,0.004,-0.000,1.957,GOAL,1.411,72.31,0.148,0.692,0.676,AvoidObstacle,-2.500,2.500
924,0.004,-0.000,2.071,GOAL,1.411,72.28,0.103,0.664,0.664,AvoidObstacle,-2.500,2.500
925,0.004,-0.000,2.184,GOAL,1.411,72.25,0.122,0.661,0.683,AvoidObstacle,-2.500,2.500
926,0.004,-0.000,2.297,GOAL,1.411,72.22,0.103,0.660,0.633,AvoidObstacle,-2.500,2.500
927,0.004,-0.000,2.410,GOAL,1.411,72.19,0.129,0.656,0.668,AvoidObstacle,-2.500,2.500
928,0.004,-0.000,2.523,GOAL,1.411,72.16,0.164,0.645,0.665,AvoidObstacle,-2.500,2.500
929,0.004,-0.000,2.635,GOAL,1.411,72.13,0.136,0.679,0.655,NavigateToGoal,6.280,1.000
930,-0.000,-0.000,2.512,GOAL,1.414,72.10,0.105,0.657,0.667,NavigateToGoal,6.280,1.000
931,-0.004,-0.000,2.376,GOAL,1.417,72.07,0.159,0.690,0.662,NavigateToGoal,6.280,1.000
932,-0.006,-0.000,2.310,GOAL,1.418,72.04,0.156,0.671,0.700,NavigateToGoal,6.280,1.000
933,-0.006,-0.000,2.329,GOAL,1.419,72.01,0.118,0.660,0.654,NavigateToGoal,6.280,1.000
934,-0.007,-0.000,2.347,GOAL,1.419,71.98,0.169,0.660,0.699,NavigateToGoal,6.280,1.000
935,-0.007,-0.000,2.365,GOAL,1.419,71.95,0.124,0.674,0.672,NavigateToGoal,6.280,1.000
936,-0.009,-0.000,2.304,GOAL,1.421,71.92,0.139,0.671,0.662,NavigateToGoal,6.280,1.000
937,-0.012,-0.000,2.183,GOAL,1.423,71.89,0.112,0.668,0.668,NavigateToGoal,6.280,1.192
938,-0.014,-0.000,2.128,GOAL,1.424,71.86,0.100,0.670,0.663,NavigateToGoal,6.280,1.302
939,-0.014,-0.000,2.154,GOAL,1.424,71.83,0.129,0.649,0.671,NavigateToGoal,6.280,1.248
940,-0.015,-0.000,2.176,GOAL,1.425,71.80,0.165,0.667,0.684,NavigateToGoal,6.280,1.203
941,-0.017,-0.000,2.060,GOAL,1.427,71.77,0.143,0.668,0.689,NavigateToGoal,6.280,1.434
942,-0.019,-0.000,2.008,GOAL,1.427,71.74,0.145,0.675,0.685,NavigateToGoal,6.280,1.537
943,-0.019,-0.000,2.027,GOAL,1.428,71.71,0.128,0.657,0.681,NavigateToGoal,6.280,1.498
944,-0.020,-0.000,2.016,GOAL,1.429,71.68,0.129,0.659,0.665,NavigateToGoal,6.280,1.518
945,-0.022,-0.000,1.901,GOAL,1.430,71.65,0.181,0.668,0.714,NavigateToGoal,6.253,1.747
946,-0.023,-0.000,1.856,GOAL,1.431,71.62,0.155,0.679,0.695,NavigateToGoal,6.165,1.835
947,-0.023,-0.000,1.899,GOAL,1.431,71.59,0.180,0.680,0.661,NavigateToGoal,6.249,1.751
948,-0.024,-0.000,1.860,GOAL,1.432,71.56,0.151,0.682,0.668,NavigateToGoal,6.174,1.826
949,-0.026,-0.000,1.760,GOAL,1.433,71.53,0.181,0.681,0.706,NavigateToGoal,5.974,2.026
950,-0.026,-0.000,1.708,GOAL,1.433,71.50,0.155,0.701,0.674,NavigateToGoal,5.870,2.130
951,-0.027,-0.000,1.718,GOAL,1.433,71.47,0.175,0.688,0.662,NavigateToGoal,5.892,2.108
952,-0.027,-0.000,1.724,GOAL,1.434,71.44,0.170,0.677,0.669,NavigateToGoal,5.904,2.096
953,-0.028,-0.000,1.645,GOAL,1.434,71.41,0.154,0.691,0.684,NavigateToGoal,5.746,2.254
954,-0.028,-0.000,1.566,GOAL,1.434,71.38,0.211,0.661,0.673,NavigateToGoal,5.588,2.412
955,-0.028,-0.000,1.545,GOAL,1.434,71.35,0.139,0.658,0.631,NavigateToGoal,5.547,2.453
956,-0.028,-0.000,1.548,GOAL,1.434,71.32,0.105,0.675,0.664,NavigateToGoal,5.552,2.448
957,-0.028,-0.000,1.512,GOAL,1.434,71.29,0.105,0.650,0.650,NavigateToGoal,5.480,2.520
958,-0.027,-0.000,1.445,GOAL,1.434,71.26,0.111,0.685,0.648,NavigateToGoal,5.346,2.654
959,-0.026,-0.000,1.384,GOAL,1.433,71.23,0.159,0.667,0.679,NavigateToGoal,5.223,2.777
960,-0.025,-0.000,1.328,GOAL,1.432,71.20,0.175,0.656,0.692,NavigateToGoal,5.111,2.889
961,-0.024,-0.000,1.274,GOAL,1.431,71.17,0.239,0.711,0.669,NavigateToGoal,5.001,2.999
962,-0.022,-0.000,1.226,GOAL,1.430,71.14,0.553,0.762,0.655,AvoidObstacle,-2.000,-4.000
963,-0.024,-0.000,1.181,GOAL,1.431,71.11,0.437,0.730,0.672,AvoidObstacle,-2.000,-4.000
964,-0.025,-0.000,1.136,GOAL,1.432,71.08,0.267,0.717,0.654,AvoidObstacle,-2.000,-4.000
965,-0.027,-0.000,1.092,GOAL,1.433,71.05,0.189,0.723,0.667,AvoidObstacle,-2.000,-4.000
966,-0.029,-0.000,1.046,GOAL,1.435,71.02,0.144,0.665,0.692,AvoidObstacle,-2.500,2.500
967,-0.029,-0.000,1.160,GOAL,1.435,70.99,0.130,0.670,0.668,AvoidObstacle,-2.500,2.500
968,-0.029,-0.000,1.274,GOAL,1.435,70.96,0.153,0.665,0.675,AvoidObstacle,-2.500,2.500
969,-0.029,-0.000,1.387,GOAL,1.435,70.93,0.176,0.681,0.670,AvoidObstacle,-2.500,2.500
970,-0.029,-0.000,1.501,GOAL,1.435,70.90,0.138,0.657,0.667,AvoidObstacle,-2.500,2.500
971,-0.029,-0.000,1.614,GOAL,1.435,70.87,0.122,0.659,0.669,AvoidObstacle,-2.500,2.500
972,-0.029,-0.000,1.729,GOAL,1.435,70.84,0.142,0.691,0.665,AvoidObstacle,-2.500,2.500
973,-0.029,-0.000,1.844,GOAL,1.435,70.81,0.161,0.668,0.708,AvoidObstacle,-2.500,2.500
974,-0.029,-0.000,1.958,GOAL,1.435,70.78,0.158,0.676,0.650,AvoidObstacle,-2.500,2.500
975,-0.029,-0.000,2.072,GOAL,1.435,70.75,0.128,0.683,0.660,AvoidObstacle,-2.500,2.500
976,-0.029,-0.000,2.185,GOAL,1.435,70.72,0.132,0.669,0.671,AvoidObstacle,-2.500,2.500
977,-0.029,-0.000,2.298,GOAL,1.435,70.69,0.135,0.655,0.673,NavigateToGoal,6.280,1.000
978,-0.032,-0.000,2.175,GOAL,1.437,70.66,0.127,0.674,0.657,NavigateToGoal,6.280,1.190
979,-0.034,-0.000,2.050,GOAL,1.439,70.63,0.194,0.672,0.716,NavigateToGoal,6.280,1.436
980,-0.036,-0.000,1.928,GOAL,1.440,70.60,0.121,0.650,0.675,NavigateToGoal,6.280,1.680
981,-0.037,-0.000,1.883,GOAL,1.441,70.57,0.197,0.696,0.694,NavigateToGoal,6.232,1.768
982,-0.038,-0.000,1.924,GOAL,1.441,70.54,0.104,0.674,0.653,NavigateToGoal,6.280,1.687
983,-0.038,-0.000,1.961,GOAL,1.441,70.51,0.134,0.689,0.668,NavigateToGoal,6.280,1.611
984,-0.038,-0.000,1.996,GOAL,1.442,70.48,0.131,0.681,0.672,NavigateToGoal,6.280,1.540
985,-0.040,-0.000,1.878,GOAL,1.443,70.45,0.130,0.678,0.668,NavigateToGoal,6.225,1.775
986,-0.042,-0.000,1.773,GOAL,1.444,70.42,0.147,0.686,0.675,NavigateToGoal,6.016,1.984
987,-0.042,-0.000,1.717,GOAL,1.445,70.39,0.165,0.679,0.685,NavigateToGoal,5.904,2.096
988,-0.043,-0.000,1.750,GOAL,1.445,70.36,0.161,0.671,0.681,NavigateToGoal,5.970,2.030
989,-0.043,-0.000,1.782,GOAL,1.445,70.33,0.141,0.652,0.660,NavigateToGoal,6.035,1.965
990,-0.044,-0.000,1.686,GOAL,1.446,70.30,0.149,0.705,0.652,NavigateToGoal,5.844,2.156
991,-0.044,-0.000,1.599,GOAL,1.446,70.27,0.137,0.697,0.661,NavigateToGoal,5.671,2.329
992,-0.044,-0.000,1.568,GOAL,1.446,70.24,0.138,0.671,0.680,NavigateToGoal,5.608,2.392
993,-0.044,-0.000,1.570,GOAL,1.446,70.21,0.127,0.640,0.688,NavigateToGoal,5.612,2.388
994,-0.044,-0.000,1.569,GOAL,1.446,70.18,0.174,0.676,0.662,NavigateToGoal,5.611,2.389
995,-0.044,-0.000,1.498,GOAL,1.446,70.15,0.133,0.678,0.677,NavigateToGoal,5.467,2.533
996,-0.044,-0.000,1.431,GOAL,1.445,70.12,0.197,0.692,0.665,NavigateToGoal,5.334,2.666
997,-0.043,-0.000,1.371,GOAL,1.445,70.09,0.224,0.689,0.675,NavigateToGoal,5.214,2.786
998,-0.042,-0.000,1.316,GOAL,1.444,70.06,0.466,0.739,0.668,AvoidObstacle,-2.000,-4.000
999,-0.043,-0.000,1.271,GOAL,1.445,70.03,0.335,0.722,0.644,AvoidObstacle,-2.000,-4.000
1000,-0.044,-0.000,1.227,GOAL,1.446,70.00,0.260,0.721,0.670,AvoidObstacle,-2.000,-4.000
1001,-0.045,-0.000,1.182,GOAL,1.447,69.97,0.205,0.671,0.679,AvoidObstacle,-2.500,2.500
1002,-0.045,-0.000,1.296,GOAL,1.447,69.94,0.148,0.661,0.681,AvoidObstacle,-2.500,2.500
1003,-0.045,-0.000,1.409,GOAL,1.447,69.91,0.164,0.705,0.690,AvoidObstacle,-2.500,2.500
1004,-0.045,-0.000,1.523,GOAL,1.447,69.88,0.139,0.661,0.668,AvoidObstacle,-2.500,2.500
1005,-0.045,-0.000,1.636,GOAL,1.447,69.85,0.162,0.666,0.690,AvoidObstacle,-2.500,2.500
1006,-0.045,-0.000,1.753,GOAL,1.447,69.82,0.161,0.675,0.643,AvoidObstacle,-2.500,2.500
1007,-0.045,-0.000,1.868,GOAL,1.447,69.79,0.185,0.695,0.679,AvoidObstacle,-2.500,2.500
1008,-0.045,-0.000,1.982,GOAL,1.447,69.76,0.141,0.665,0.667,AvoidObstacle,-2.500,2.500
1009,-0.045,-0.000,2.096,GOAL,1.447,69.73,0.136,0.665,0.647,AvoidObstacle,-2.500,2.500
1010,-0.045,-0.000,2.209,GOAL,1.447,69.70,0.187,0.657,0.693,AvoidObstacle,-2.500,2.500
1011,-0.045,-0.000,2.322,GOAL,1.447,69.67,0.146,0.679,0.670,AvoidObstacle,-2.500,2.500
1012,-0.045,-0.000,2.435,GOAL,1.447,69.64,0.114,0.669,0.664,AvoidObstacle,-2.500,2.500
1013,-0.045,-0.000,2.547,GOAL,1.447,69.61,0.173,0.660,0.675,NavigateToGoal,6.280,1.000
1014,-0.049,-0.000,2.424,GOAL,1.449,69.58,0.144,0.652,0.682,NavigateToGoal,6.280,1.000
1015,-0.053,-0.000,2.288,GOAL,1.452,69.55,0.161,0.686,0.695,NavigateToGoal,6.280,1.000
1016,-0.054,-0.000,2.222,GOAL,1.453,69.52,0.119,0.662,0.664,NavigateToGoal,6.280,1.075
1017,-0.055,-0.000,2.243,GOAL,1.454,69.49,0.169,0.686,0.669,NavigateToGoal,6.280,1.032
1018,-0.055,-0.000,2.262,GOAL,1.454,69.46,0.154,0.671,0.682,NavigateToGoal,6.280,1.000
1019,-0.056,-0.000,2.281,GOAL,1.454,69.43,0.173,0.690,0.650,NavigateToGoal,6.280,1.000
