tick,x,y,theta,target,distance_to_goal,battery,obstacle_danger,left_obstacle,right_obstacle,behavior,v_left,v_right
538,-0.459,-0.000,0.586,GOAL,1.769,83.86,0.124,0.657,0.666,NavigateToGoal,3.971,4.029
539,-0.455,-0.000,0.588,GOAL,1.766,83.83,0.177,0.675,0.663,NavigateToGoal,3.971,4.029
540,-0.451,-0.000,0.589,GOAL,1.762,83.80,0.128,0.668,0.658,NavigateToGoal,3.971,4.029
541,-0.447,-0.000,0.590,GOAL,1.759,83.77,0.153,0.694,0.646,NavigateToGoal,3.971,4.029
542,-0.442,-0.000,0.591,GOAL,1.755,83.74,0.153,0.672,0.638,NavigateToGoal,3.970,4.030
543,-0.438,-0.000,0.593,GOAL,1.752,83.71,0.135,0.674,0.665,NavigateToGoal,3.970,4.030
544,-0.434,-0.000,0.594,GOAL,1.748,83.68,0.150,0.669,0.667,NavigateToGoal,3.970,4.030
545,-0.430,-0.000,0.596,GOAL,1.745,83.65,0.159,0.675,0.697,NavigateToGoal,3.970,4.030
546,-0.425,-0.000,0.597,GOAL,1.741,83.62,0.162,0.680,0.688,NavigateToGoal,3.970,4.030
547,-0.421,-0.000,0.598,GOAL,1.738,83.59,0.132,0.672,0.666,NavigateToGoal,3.970,4.030
548,-0.417,-0.000,0.600,GOAL,1.734,83.56,0.168,0.709,0.677,NavigateToGoal,3.970,4.030
549,-0.413,-0.000,0.601,GOAL,1.731,83.53,0.159,0.693,0.696,NavigateToGoal,3.970,4.030
550,-0.409,-0.000,0.602,GOAL,1.727,83.50,0.172,0.659,0.696,NavigateToGoal,3.970,4.030
551,-0.404,-0.000,0.604,GOAL,1.724,83.47,0.143,0.672,0.664,NavigateToGoal,3.970,4.030
552,-0.400,-0.000,0.605,GOAL,1.721,83.44,0.140,0.694,0.677,NavigateToGoal,3.970,4.030
553,-0.396,-0.000,0.606,GOAL,1.717,83.41,0.135,0.644,0.667,NavigateToGoal,3.969,4.031
554,-0.392,-0.000,0.608,GOAL,1.714,83.38,0.145,0.684,0.658,NavigateToGoal,3.969,4.031
555,-0.387,-0.000,0.609,GOAL,1.710,83.35,0.126,0.681,0.665,NavigateToGoal,3.969,4.031
556,-0.383,-0.000,0.611,GOAL,1.707,83.32,0.168,0.680,0.675,NavigateToGoal,3.969,4.031
557,-0.379,-0.000,0.612,GOAL,1.704,83.29,0.141,0.672,0.654,NavigateToGoal,3.969,4.031
558,-0.375,-0.000,0.613,GOAL,1.700,83.26,0.142,0.667,0.674,NavigateToGoal,3.969,4.031
559,-0.371,-0.000,0.615,GOAL,1.697,83.23,0.139,0.682,0.670,NavigateToGoal,3.969,4.031
560,-0.367,-0.000,0.616,GOAL,1.693,83.20,0.152,0.676,0.665,NavigateToGoal,3.969,4.031
561,-0.362,-0.000,0.618,GOAL,1.690,83.17,0.184,0.680,0.655,NavigateToGoal,3.969,4.031
562,-0.358,-0.000,0.619,GOAL,1.687,83.14,0.192,0.658,0.700,NavigateToGoal,3.969,4.031
563,-0.354,-0.000,0.620,GOAL,1.683,83.11,0.120,0.665,0.676,NavigateToGoal,3.969,4.031
564,-0.350,-0.000,0.622,GOAL,1.680,83.08,0.149,0.656,0.686,NavigateToGoal,3.968,4.032
565,-0.346,-0.000,0.623,GOAL,1.677,83.05,0.143,0.668,0.695,NavigateToGoal,3.968,4.032
566,-0.342,-0.000,0.625,GOAL,1.673,83.02,0.165,0.659,0.696,NavigateToGoal,3.968,4.032
567,-0.337,-0.000,0.626,GOAL,1.670,82.99,0.128,0.648,0.671,NavigateToGoal,3.968,4.032
568,-0.333,-0.000,0.628,GOAL,1.667,82.96,0.111,0.658,0.671,NavigateToGoal,3.968,4.032
569,-0.329,-0.000,0.629,GOAL,1.663,82.93,0.117,0.652,0.672,NavigateToGoal,3.968,4.032
570,-0.325,-0.000,0.630,GOAL,1.660,82.90,0.120,0.667,0.670,NavigateToGoal,3.968,4.032
571,-0.321,-0.000,0.632,GOAL,1.657,82.87,0.162,0.675,0.683,NavigateToGoal,3.968,4.032
572,-0.317,-0.000,0.633,GOAL,1.653,82.84,0.149,0.684,0.676,NavigateToGoal,3.968,4.032
573,-0.313,-0.000,0.635,GOAL,1.650,82.81,0.182,0.679,0.699,NavigateToGoal,3.968,4.032
574,-0.308,-0.000,0.636,GOAL,1.647,82.78,0.132,0.685,0.693,NavigateToGoal,3.967,4.033
575,-0.304,-0.000,0.638,GOAL,1.644,82.75,0.120,0.664,0.666,NavigateToGoal,3.967,4.033
576,-0.300,-0.000,0.639,GOAL,1.640,82.72,0.138,0.675,0.664,NavigateToGoal,3.967,4.033
577,-0.296,-0.000,0.641,GOAL,1.637,82.69,0.149,0.673,0.662,NavigateToGoal,3.967,4.033
578,-0.292,-0.000,0.642,GOAL,1.634,82.66,0.098,0.663,0.635,NavigateToGoal,3.967,4.033
579,-0.288,-0.000,0.644,GOAL,1.631,82.63,0.115,0.647,0.669,NavigateToGoal,3.967,4.033
580,-0.284,-0.000,0.645,GOAL,1.627,82.60,0.148,0.686,0.690,NavigateToGoal,3.967,4.033
581,-0.280,-0.000,0.647,GOAL,1.624,82.57,0.191,0.696,0.662,NavigateToGoal,3.967,4.033
582,-0.276,-0.000,0.648,GOAL,1.621,82.54,0.127,0.657,0.677,NavigateToGoal,3.967,4.033
583,-0.272,-0.000,0.650,GOAL,1.618,82.51,0.118,0.657,0.669,NavigateToGoal,3.967,4.033
584,-0.267,-0.000,0.651,GOAL,1.615,82.48,0.141,0.675,0.702,NavigateToGoal,3.966,4.034
585,-0.263,-0.000,0.653,GOAL,1.611,82.45,0.142,0.671,0.678,NavigateToGoal,3.966,4.034
586,-0.259,-0.000,0.654,GOAL,1.608,82.42,0.128,0.668,0.648,NavigateToGoal,3.966,4.034
587,-0.255,-0.000,0.656,GOAL,1.605,82.39,0.131,0.663,0.669,NavigateToGoal,3.966,4.034
588,-0.251,-0.000,0.657,GOAL,1.602,82.36,0.180,0.709,0.685,NavigateToGoal,3.966,4.034
589,-0.247,-0.000,0.659,GOAL,1.599,82.33,0.127,0.672,0.663,NavigateToGoal,3.966,4.034
590,-0.243,-0.000,0.660,GOAL,1.595,82.30,0.177,0.657,0.656,NavigateToGoal,3.966,4.034
591,-0.239,-0.000,0.662,GOAL,1.592,82.27,0.136,0.674,0.647,NavigateToGoal,3.966,4.034
592,-0.235,-0.000,0.663,GOAL,1.589,82.24,0.142,0.652,0.658,NavigateToGoal,3.966,4.034
593,-0.231,-0.000,0.665,GOAL,1.586,82.21,0.141,0.688,0.676,NavigateToGoal,3.966,4.034
594,-0.227,-0.000,0.667,GOAL,1.583,82.18,0.094,0.639,0.651,NavigateToGoal,3.966,4.034
595,-0.223,-0.000,0.668,GOAL,1.580,82.15,0.167,0.661,0.678,NavigateToGoal,3.965,4.035
596,-0.219,-0.000,0.670,GOAL,1.577,82.12,0.195,0.673,0.687,NavigateToGoal,3.965,4.035
597,-0.215,-0.000,0.671,GOAL,1.574,82.09,0.111,0.645,0.670,NavigateToGoal,3.965,4.035
598,-0.211,-0.000,0.673,GOAL,1.571,82.06,0.143,0.672,0.692,NavigateToGoal,3.965,4.035
599,-0.207,-0.000,0.674,GOAL,1.567,82.03,0.175,0.691,0.675,NavigateToGoal,3.965,4.035
600,-0.203,-0.000,0.676,GOAL,1.564,82.00,0.125,0.678,0.685,NavigateToGoal,3.965,4.035
601,-0.199,-0.000,0.678,GOAL,1.561,81.97,0.127,0.659,0.656,NavigateToGoal,3.965,4.035
602,-0.195,-0.000,0.679,GOAL,1.558,81.94,0.176,0.703,0.681,NavigateToGoal,3.965,4.035
603,-0.191,-0.000,0.681,GOAL,1.555,81.91,0.152,0.670,0.668,NavigateToGoal,3.965,4.035
604,-0.187,-0.000,0.682,GOAL,1.552,81.88,0.142,0.669,0.648,NavigateToGoal,3.965,4.035
605,-0.183,-0.000,0.684,GOAL,1.549,81.85,0.145,0.648,0.666,NavigateToGoal,3.964,4.036
606,-0.179,-0.000,0.686,GOAL,1.546,81.82,0.123,0.688,0.663,NavigateToGoal,3.964,4.036
607,-0.175,-0.000,0.687,GOAL,1.543,81.79,0.108,0.639,0.658,NavigateToGoal,3.964,4.036
608,-0.171,-0.000,0.689,GOAL,1.540,81.76,0.145,0.688,0.663,NavigateToGoal,3.964,4.036
609,-0.167,-0.000,0.690,GOAL,1.537,81.73,0.119,0.642,0.658,NavigateToGoal,3.964,4.036
610,-0.163,-0.000,0.692,GOAL,1.534,81.70,0.137,0.666,0.674,NavigateToGoal,3.964,4.036
611,-0.159,-0.000,0.694,GOAL,1.531,81.67,0.170,0.672,0.679,NavigateToGoal,3.964,4.036
612,-0.155,-0.000,0.695,GOAL,1.528,81.64,0.097,0.663,0.632,NavigateToGoal,3.964,4.036
613,-0.151,-0.000,0.697,GOAL,1.525,81.61,0.143,0.650,0.685,NavigateToGoal,3.964,4.036
614,-0.148,-0.000,0.699,GOAL,1.522,81.58,0.145,0.684,0.663,NavigateToGoal,3.964,4.036
615,-0.144,-0.000,0.700,GOAL,1.519,81.55,0.123,0.668,0.673,NavigateToGoal,3.963,4.037
616,-0.140,-0.000,0.702,GOAL,1.516,81.52,0.157,0.677,0.676,NavigateToGoal,3.963,4.037
617,-0.136,-0.000,0.704,GOAL,1.513,81.49,0.112,0.665,0.668,NavigateToGoal,3.963,4.037
618,-0.132,-0.000,0.705,GOAL,1.510,81.46,0.120,0.657,0.653,NavigateToGoal,3.963,4.037
619,-0.128,-0.000,0.707,GOAL,1.507,81.43,0.094,0.661,0.624,NavigateToGoal,3.963,4.037
620,-0.124,-0.000,0.709,GOAL,1.505,81.40,0.140,0.694,0.679,NavigateToGoal,3.963,4.037
621,-0.120,-0.000,0.710,GOAL,1.502,81.37,0.108,0.664,0.656,NavigateToGoal,3.963,4.037
622,-0.116,-0.000,0.712,GOAL,1.499,81.34,0.166,0.670,0.700,NavigateToGoal,3.963,4.037
623,-0.112,-0.000,0.714,GOAL,1.496,81.31,0.180,0.663,0.699,NavigateToGoal,3.963,4.037
624,-0.109,-0.000,0.715,GOAL,1.493,81.28,0.159,0.694,0.706,NavigateToGoal,3.963,4.037
625,-0.105,-0.000,0.717,GOAL,1.490,81.25,0.160,0.667,0.681,NavigateToGoal,3.963,4.037
626,-0.101,-0.000,0.719,GOAL,1.487,81.22,0.149,0.657,0.701,NavigateToGoal,3.962,4.038
627,-0.097,-0.000,0.720,GOAL,1.484,81.19,0.174,0.705,0.685,NavigateToGoal,3.962,4.038
628,-0.093,-0.000,0.722,GOAL,1.482,81.16,0.105,0.648,0.668,NavigateToGoal,3.962,4.038
629,-0.089,-0.000,0.724,GOAL,1.479,81.13,0.148,0.681,0.642,NavigateToGoal,3.962,4.038
630,-0.085,-0.000,0.725,GOAL,1.476,81.10,0.148,0.698,0.692,NavigateToGoal,3.962,4.038
631,-0.082,-0.000,0.727,GOAL,1.473,81.07,0.170,0.654,0.690,NavigateToGoal,3.962,4.038
632,-0.078,-0.000,0.729,GOAL,1.470,81.04,0.136,0.655,0.672,NavigateToGoal,3.962,4.038
633,-0.074,-0.000,0.731,GOAL,1.468,81.01,0.205,0.707,0.669,NavigateToGoal,3.962,4.038
634,-0.070,-0.000,0.732,GOAL,1.465,80.98,0.132,0.678,0.670,NavigateToGoal,3.962,4.038
635,-0.066,-0.000,0.734,GOAL,1.462,80.95,0.172,0.672,0.692,NavigateToGoal,3.962,4.038
636,-0.063,-0.000,0.736,GOAL,1.459,80.92,0.141,0.682,0.687,NavigateToGoal,3.962,4.038
637,-0.059,-0.000,0.738,GOAL,1.456,80.89,0.148,0.695,0.663,NavigateToGoal,3.961,4.039
638,-0.055,-0.000,0.739,GOAL,1.454,80.86,0.138,0.680,0.657,NavigateToGoal,3.961,4.039
639,-0.051,-0.000,0.741,GOAL,1.451,80.83,0.213,0.641,0.700,NavigateToGoal,3.961,4.039
640,-0.047,-0.000,0.743,GOAL,1.448,80.80,0.106,0.646,0.667,NavigateToGoal,3.961,4.039
641,-0.044,-0.000,0.745,GOAL,1.445,80.77,0.168,0.667,0.711,NavigateToGoal,3.961,4.039
642,-0.040,-0.000,0.746,GOAL,1.443,80.74,0.142,0.661,0.697,NavigateToGoal,3.961,4.039
643,-0.036,-0.000,0.748,GOAL,1.440,80.71,0.132,0.656,0.687,NavigateToGoal,3.961,4.039
644,-0.032,-0.000,0.750,GOAL,1.437,80.68,0.146,0.699,0.645,NavigateToGoal,3.961,4.039
645,-0.029,-0.000,0.752,GOAL,1.435,80.65,0.128,0.654,0.658,NavigateToGoal,3.961,4.039
646,-0.025,-0.000,0.753,GOAL,1.432,80.62,0.149,0.705,0.661,NavigateToGoal,3.961,4.039
647,-0.021,-0.000,0.755,GOAL,1.429,80.59,0.175,0.664,0.693,NavigateToGoal,3.961,4.039
648,-0.018,-0.000,0.757,GOAL,1.427,80.56,0.173,0.681,0.697,NavigateToGoal,3.960,4.040
649,-0.014,-0.000,0.759,GOAL,1.424,80.53,0.130,0.671,0.654,NavigateToGoal,3.960,4.040
650,-0.010,-0.000,0.761,GOAL,1.421,80.50,0.123,0.670,0.658,NavigateToGoal,3.960,4.040
651,-0.006,-0.000,0.762,GOAL,1.419,80.47,0.159,0.700,0.684,NavigateToGoal,3.960,4.040
652,-0.003,-0.000,0.764,GOAL,1.416,80.44,0.148,0.686,0.645,NavigateToGoal,3.960,4.040
653,0.001,-0.000,0.766,GOAL,1.414,80.41,0.103,0.654,0.652,NavigateToGoal,3.960,4.040
654,0.005,-0.000,0.768,GOAL,1.411,80.38,0.170,0.688,0.694,NavigateToGoal,3.960,4.040
655,0.008,-0.000,0.770,GOAL,1.408,80.35,0.222,0.709,0.660,NavigateToGoal,3.960,4.040
656,0.012,-0.000,0.771,GOAL,1.406,80.32,0.127,0.677,0.667,NavigateToGoal,3.960,4.040
657,0.016,-0.000,0.773,GOAL,1.403,80.29,0.206,0.700,0.643,NavigateToGoal,3.960,4.040
658,0.019,-0.000,0.775,GOAL,1.401,80.26,0.131,0.665,0.677,NavigateToGoal,3.960,4.040
659,0.023,-0.000,0.777,GOAL,1.398,80.23,0.167,0.660,0.657,NavigateToGoal,3.960,4.040
660,0.027,-0.000,0.779,GOAL,1.396,80.20,0.145,0.672,0.677,NavigateToGoal,3.959,4.041
661,0.030,-0.000,0.781,GOAL,1.393,80.17,0.113,0.663,0.626,NavigateToGoal,3.959,4.041
662,0.034,-0.000,0.782,GOAL,1.390,80.14,0.138,0.684,0.664,NavigateToGoal,3.959,4.041
663,0.038,-0.000,0.784,GOAL,1.388,80.11,0.146,0.671,0.677,NavigateToGoal,3.959,4.041
664,0.041,-0.000,0.786,GOAL,1.385,80.08,0.148,0.667,0.682,NavigateToGoal,3.959,4.041
665,0.045,-0.000,0.788,GOAL,1.383,80.05,0.147,0.650,0.680,NavigateToGoal,3.959,4.041
666,0.048,-0.000,0.790,GOAL,1.380,80.02,0.123,0.663,0.672,NavigateToGoal,3.959,4.041
667,0.052,-0.000,0.792,GOAL,1.378,79.99,0.161,0.686,0.710,NavigateToGoal,3.959,4.041
668,0.056,-0.000,0.793,GOAL,1.375,79.96,0.161,0.654,0.669,NavigateToGoal,3.959,4.041
669,0.059,-0.000,0.795,GOAL,1.373,79.93,0.110,0.657,0.657,NavigateToGoal,3.959,4.041
670,0.063,-0.000,0.797,GOAL,1.371,79.90,0.167,0.690,0.695,NavigateToGoal,3.959,4.041
671,0.066,-0.000,0.799,GOAL,1.368,79.87,0.177,0.695,0.664,NavigateToGoal,3.959,4.041
672,0.070,-0.000,0.801,GOAL,1.366,79.84,0.151,0.672,0.690,NavigateToGoal,3.958,4.042
673,0.074,-0.000,0.803,GOAL,1.363,79.81,0.137,0.687,0.659,NavigateToGoal,3.958,4.042
674,0.077,-0.000,0.805,GOAL,1.361,79.78,0.201,0.688,0.698,NavigateToGoal,3.958,4.042
675,0.081,-0.000,0.807,GOAL,1.358,79.75,0.121,0.668,0.675,NavigateToGoal,3.958,4.042
676,0.084,-0.000,0.808,GOAL,1.356,79.72,0.122,0.656,0.647,NavigateToGoal,3.958,4.042
677,0.088,-0.000,0.810,GOAL,1.354,79.69,0.135,0.664,0.684,NavigateToGoal,3.958,4.042
678,0.091,-0.000,0.812,GOAL,1.351,79.66,0.093,0.655,0.638,NavigateToGoal,3.958,4.042
679,0.095,-0.000,0.814,GOAL,1.349,79.63,0.135,0.669,0.658,NavigateToGoal,3.958,4.042
680,0.098,-0.000,0.816,GOAL,1.347,79.60,0.148,0.653,0.675,NavigateToGoal,3.958,4.042
681,0.102,-0.000,0.818,GOAL,1.344,79.57,0.167,0.671,0.671,NavigateToGoal,3.958,4.042
682,0.105,-0.000,0.820,GOAL,1.342,79.54,0.139,0.661,0.669,NavigateToGoal,3.958,4.042
683,0.109,-0.000,0.822,GOAL,1.340,79.51,0.138,0.659,0.680,NavigateToGoal,3.958,4.042
684,0.112,-0.000,0.824,GOAL,1.337,79.48,0.104,0.633,0.664,NavigateToGoal,3.958,4.042
685,0.116,-0.000,0.826,GOAL,1.335,79.45,0.136,0.689,0.690,NavigateToGoal,3.958,4.042
686,0.119,-0.000,0.827,GOAL,1.333,79.42,0.091,0.654,0.658,NavigateToGoal,3.957,4.043
687,0.123,-0.000,0.829,GOAL,1.330,79.39,0.141,0.676,0.657,NavigateToGoal,3.957,4.043
688,0.126,-0.000,0.831,GOAL,1.328,79.36,0.152,0.668,0.688,NavigateToGoal,3.957,4.043
689,0.130,-0.000,0.833,GOAL,1.326,79.33,0.124,0.668,0.663,NavigateToGoal,3.957,4.043
690,0.133,-0.000,0.835,GOAL,1.324,79.30,0.138,0.679,0.684,NavigateToGoal,3.957,4.043
691,0.136,-0.000,0.837,GOAL,1.321,79.27,0.323,0.735,0.671,NavigateToGoal,3.957,4.043
692,0.140,-0.000,0.839,GOAL,1.319,79.24,0.568,0.866,0.689,AvoidObstacle,-2.000,-4.000
693,0.137,-0.000,0.782,GOAL,1.321,79.21,0.512,0.805,0.674,AvoidObstacle,-2.000,-4.000
694,0.135,-0.000,0.736,GOAL,1.322,79.18,0.176,0.648,0.690,AvoidObstacle,-2.500,2.500
695,0.135,-0.000,0.848,GOAL,1.323,79.15,0.091,0.647,0.646,AvoidObstacle,-2.500,2.500
696,0.135,-0.000,0.961,GOAL,1.323,79.12,0.263,0.709,0.683,AvoidObstacle,-2.500,2.500
697,0.135,-0.000,1.075,GOAL,1.323,79.09,0.324,0.736,0.684,AvoidObstacle,-2.000,-4.000
698,0.133,-0.000,1.026,GOAL,1.324,79.06,0.123,0.671,0.665,AvoidObstacle,-2.500,2.500
699,0.133,-0.000,1.139,GOAL,1.324,79.03,0.154,0.678,0.687,AvoidObstacle,-2.500,2.500
700,0.133,-0.000,1.253,GOAL,1.324,79.00,0.128,0.668,0.663,AvoidObstacle,-2.500,2.500
701,0.133,-0.000,1.366,GOAL,1.324,78.97,0.148,0.687,0.679,AvoidObstacle,-2.500,2.500
702,0.133,-0.000,1.479,GOAL,1.324,78.94,0.154,0.692,0.696,AvoidObstacle,-2.500,2.500
703,0.133,-0.000,1.592,GOAL,1.324,78.91,0.110,0.664,0.672,AvoidObstacle,-2.500,2.500
704,0.133,-0.000,1.708,GOAL,1.324,78.88,0.162,0.659,0.684,AvoidObstacle,-2.500,2.500
705,0.133,-0.000,1.823,GOAL,1.324,78.85,0.136,0.670,0.688,AvoidObstacle,-2.500,2.500
706,0.133,-0.000,1.938,GOAL,1.324,78.82,0.154,0.707,0.680,AvoidObstacle,-2.500,2.500
707,0.133,-0.000,2.051,GOAL,1.324,78.79,0.137,0.692,0.681,NavigateToGoal,6.280,1.611
708,0.130,-0.000,1.941,GOAL,1.325,78.76,0.179,0.690,0.669,NavigateToGoal,6.172,1.828
709,0.129,-0.000,1.829,GOAL,1.326,78.73,0.168,0.659,0.701,NavigateToGoal,5.950,2.050
710,0.128,-0.000,1.799,GOAL,1.327,78.70,0.188,0.661,0.681,NavigateToGoal,5.890,2.110
711,0.128,-0.000,1.848,GOAL,1.327,78.67,0.177,0.687,0.663,NavigateToGoal,5.990,2.010
712,0.127,-0.000,1.894,GOAL,1.327,78.64,0.117,0.651,0.635,NavigateToGoal,6.082,1.918
713,0.126,-0.000,1.853,GOAL,1.328,78.61,0.145,0.670,0.682,NavigateToGoal,6.001,1.999
714,0.125,-0.000,1.758,GOAL,1.329,78.58,0.182,0.663,0.655,NavigateToGoal,5.812,2.188
715,0.124,-0.000,1.671,GOAL,1.329,78.55,0.215,0.679,0.685,NavigateToGoal,5.639,2.361
716,0.124,-0.000,1.633,GOAL,1.330,78.52,0.136,0.659,0.652,NavigateToGoal,5.563,2.437
717,0.124,-0.000,1.638,GOAL,1.330,78.49,0.162,0.688,0.686,NavigateToGoal,5.573,2.427
718,0.124,-0.000,1.641,GOAL,1.330,78.46,0.164,0.676,0.696,NavigateToGoal,5.580,2.420
719,0.123,-0.000,1.581,GOAL,1.330,78.43,0.155,0.678,0.674,NavigateToGoal,5.461,2.539
720,0.123,-0.000,1.516,GOAL,1.330,78.40,0.130,0.681,0.623,NavigateToGoal,5.329,2.671
721,0.124,-0.000,1.455,GOAL,1.330,78.37,0.297,0.709,0.668,NavigateToGoal,5.208,2.792
722,0.124,-0.000,1.410,GOAL,1.329,78.34,0.569,0.786,0.706,AvoidObstacle,-2.000,-4.000
723,0.124,-0.000,1.365,GOAL,1.330,78.31,0.539,0.771,0.679,AvoidObstacle,-2.000,-4.000
724,0.123,-0.000,1.321,GOAL,1.330,78.28,0.331,0.734,0.652,AvoidObstacle,-2.000,-4.000
725,0.122,-0.000,1.276,GOAL,1.331,78.25,0.341,0.709,0.688,AvoidObstacle,-2.500,2.500
726,0.122,-0.000,1.389,GOAL,1.331,78.22,0.144,0.680,0.693,AvoidObstacle,-2.500,2.500
727,0.122,-0.000,1.503,GOAL,1.331,78.19,0.173,0.683,0.698,AvoidObstacle,-2.500,2.500
728,0.122,-0.000,1.616,GOAL,1.331,78.16,0.198,0.678,0.677,AvoidObstacle,-2.500,2.500
729,0.122,-0.000,1.732,GOAL,1.331,78.13,0.164,0.694,0.674,AvoidObstacle,-2.500,2.500
730,0.122,-0.000,1.847,GOAL,1.331,78.10,0.195,0.695,0.676,AvoidObstacle,-2.500,2.500
731,0.122,-0.000,1.961,GOAL,1.331,78.07,0.193,0.695,0.673,AvoidObstacle,-2.500,2.500
732,0.122,-0.000,2.075,GOAL,1.331,78.04,0.187,0.681,0.677,AvoidObstacle,-2.500,2.500
733,0.122,-0.000,2.189,GOAL,1.331,78.01,0.163,0.690,0.661,AvoidObstacle,-2.500,2.500
734,0.122,-0.000,2.302,GOAL,1.331,77.98,0.138,0.671,0.646,AvoidObstacle,-2.500,2.500
735,0.122,-0.000,2.415,GOAL,1.331,77.95,0.097,0.654,0.650,AvoidObstacle,-2.500,2.500
736,0.122,-0.000,2.527,GOAL,1.331,77.92,0.138,0.689,0.676,AvoidObstacle,-2.500,2.500
737,0.122,-0.000,2.640,GOAL,1.331,77.89,0.114,0.674,0.656,NavigateToGoal,6.280,1.000
738,0.118,-0.000,2.517,GOAL,1.334,77.86,0.142,0.659,0.684,NavigateToGoal,6.280,1.000
739,0.114,-0.000,2.381,GOAL,1.336,77.83,0.102,0.651,0.646,NavigateToGoal,6.280,1.000
740,0.112,-0.000,2.315,GOAL,1.337,77.80,0.119,0.652,0.666,NavigateToGoal,6.280,1.060
741,0.112,-0.000,2.335,GOAL,1.338,77.77,0.136,0.673,0.671,NavigateToGoal,6.280,1.019
742,0.111,-0.000,2.353,GOAL,1.338,77.74,0.149,0.669,0.694,NavigateToGoal,6.280,1.000
743,0.110,-0.000,2.371,GOAL,1.338,77.71,0.134,0.660,0.659,NavigateToGoal,6.280,1.000
744,0.108,-0.000,2.310,GOAL,1.340,77.68,0.153,0.637,0.701,NavigateToGoal,6.280,1.066
745,0.105,-0.000,2.191,GOAL,1.342,77.65,0.149,0.680,0.688,NavigateToGoal,6.280,1.301
746,0.104,-0.000,2.138,GOAL,1.343,77.62,0.143,0.682,0.658,NavigateToGoal,6.280,1.405
747,0.103,-0.000,2.166,GOAL,1.343,77.59,0.117,0.661,0.665,NavigateToGoal,6.280,1.348
748,0.103,-0.000,2.190,GOAL,1.344,77.56,0.143,0.693,0.649,NavigateToGoal,6.280,1.299
749,0.100,-0.000,2.070,GOAL,1.345,77.53,0.139,0.681,0.684,NavigateToGoal,6.280,1.537
750,0.099,-0.000,2.020,GOAL,1.346,77.50,0.165,0.644,0.694,NavigateToGoal,6.280,1.635
751,0.098,-0.000,2.041,GOAL,1.347,77.47,0.183,0.674,0.644,NavigateToGoal,6.280,1.593
752,0.097,-0.000,2.021,GOAL,1.348,77.44,0.103,0.658,0.656,NavigateToGoal,6.280,1.631
753,0.095,-0.000,1.907,GOAL,1.349,77.41,0.109,0.670,0.667,NavigateToGoal,6.143,1.857
754,0.094,-0.000,1.865,GOAL,1.350,77.38,0.115,0.665,0.672,NavigateToGoal,6.061,1.939
755,0.094,-0.000,1.910,GOAL,1.350,77.35,0.157,0.688,0.679,NavigateToGoal,6.151,1.849
756,0.092,-0.000,1.869,GOAL,1.351,77.32,0.165,0.671,0.685,NavigateToGoal,6.070,1.930
757,0.091,-0.000,1.773,GOAL,1.351,77.29,0.168,0.664,0.677,NavigateToGoal,5.880,2.120
758,0.090,-0.000,1.720,GOAL,1.352,77.26,0.120,0.667,0.680,NavigateToGoal,5.774,2.226
759,0.090,-0.000,1.732,GOAL,1.352,77.23,0.155,0.658,0.713,NavigateToGoal,5.798,2.202
760,0.090,-0.000,1.731,GOAL,1.352,77.20,0.193,0.659,0.705,NavigateToGoal,5.797,2.203
761,0.089,-0.000,1.651,GOAL,1.353,77.17,0.101,0.650,0.672,NavigateToGoal,5.638,2.362
762,0.089,-0.000,1.577,GOAL,1.353,77.14,0.124,0.677,0.656,NavigateToGoal,5.490,2.510
763,0.089,-0.000,1.554,GOAL,1.353,77.11,0.114,0.663,0.669,NavigateToGoal,5.445,2.555
764,0.089,-0.000,1.553,GOAL,1.353,77.08,0.126,0.676,0.670,NavigateToGoal,5.441,2.559
765,0.089,-0.000,1.519,GOAL,1.353,77.05,0.170,0.674,0.675,NavigateToGoal,5.374,2.626
766,0.089,-0.000,1.457,GOAL,1.353,77.02,0.143,0.657,0.685,NavigateToGoal,5.250,2.750
767,0.090,-0.000,1.400,GOAL,1.352,76.99,0.153,0.692,0.699,NavigateToGoal,5.136,2.864
768,0.091,-0.000,1.349,GOAL,1.352,76.96,0.160,0.682,0.686,NavigateToGoal,5.032,2.968
769,0.092,-0.000,1.299,GOAL,1.351,76.93,0.318,0.728,0.641,NavigateToGoal,4.930,3.070
770,0.094,-0.000,1.254,GOAL,1.350,76.90,0.529,0.757,0.655,AvoidObstacle,-2.000,-4.000
771,0.092,-0.000,1.209,GOAL,1.351,76.87,0.424,0.756,0.661,AvoidObstacle,-2.000,-4.000
772,0.091,-0.000,1.164,GOAL,1.351,76.84,0.219,0.698,0.667,AvoidObstacle,-2.500,2.500
773,0.091,-0.000,1.278,GOAL,1.351,76.81,0.210,0.694,0.687,AvoidObstacle,-2.500,2.500
774,0.091,-0.000,1.391,GOAL,1.352,76.78,0.119,0.669,0.671,AvoidObstacle,-2.500,2.500
775,0.091,-0.000,1.505,GOAL,1.352,76.75,0.122,0.638,0.662,AvoidObstacle,-2.500,2.500
776,0.091,-0.000,1.618,GOAL,1.352,76.72,0.149,0.671,0.681,AvoidObstacle,-2.500,2.500
777,0.091,-0.000,1.734,GOAL,1.352,76.69,0.181,0.659,0.690,AvoidObstacle,-2.500,2.500
778,0.091,-0.000,1.849,GOAL,1.352,76.66,0.153,0.664,0.692,AvoidObstacle,-2.500,2.500
